area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
533,"[[534, 379], [561, 419]]","[0.9665492957746479, 0.5143229166666666]",138.0,"[0.5345751809166444, 0.3851187479979865]",138367.21703299225,137941.67738605913,189999.91012403715,-0.6924265809011578,svar
2873,"[[0, 1], [65, 50]]","[0.051056338028169015, 0.03125]",199.0,"[0.4451423388074972, 0.46202575704838145]",1877152.2559969185,3361577.464543877,2045800.6806640625,0.6168507563737535,svar
25979,"[[0, 16], [234, 281]]","[0.20950704225352113, 0.17057291666666666]",2261.0,"[0.4976641714246909, 0.4295919257387269]",478888084.49543285,574019384.9977492,586622231.4754444,-0.7788193198277424,svar
1782,"[[11, 149], [63, 208]]","[0.06690140845070422, 0.23828125]",256.0,"[0.5091702170825725, 0.549274193548387]",1679106.372414172,1642208.22639357,2373371.802307129,-0.6782089823003056,svar
290,"[[18, 541], [41, 572]]","[0.051056338028169015, 0.7252604166666666]",83.0,"[0.46163793103448275, 0.4963362068965517]",59602.31123917987,43611.66792923028,88409.44181654186,-0.6056597482355073,svar
1528,"[[89, 372], [133, 416]]","[0.1954225352112676, 0.51171875]",128.0,"[0.4965823152995928, 0.4740255962769052]",740153.563270247,944963.9493404133,847360.1942138672,0.7524784130329638,svar
618,"[[172, 555], [217, 623]]","[0.3362676056338028, 0.7552083333333334]",196.0,"[0.4532867494824016, 0.3715277777777778]",481785.79460093885,400176.42362626485,641944.3203125,-0.6624815918031679,svar
3605,"[[178, 246], [235, 329]]","[0.36619718309859156, 0.3736979166666667]",210.0,"[0.5242766272896838, 0.48653985866191135]",4387210.898785948,3960700.629041887,7445730.621020727,-0.596361419710804,svar
766,"[[185, 11], [214, 45]]","[0.352112676056338, 0.036458333333333336]",92.0,"[0.4936466492602263, 0.4806415516598284]",177119.92620305164,200592.23884149973,272251.4140082473,-0.6855999145497558,svar
1677,"[[216, 42], [263, 90]]","[0.42077464788732394, 0.0859375]",140.0,"[0.4861732259988074, 0.4913779465274482]",1000815.4380639298,1117463.8833471755,1206476.4163208008,-0.7631778012284276,svar
8090,"[[223, 305], [323, 436]]","[0.48063380281690143, 0.4869791666666667]",515.0,"[0.4876749660850729, 0.5165591790378843]",26210010.921829153,24022976.49060805,47839729.36204828,-0.5721676617417631,svar
1822,"[[257, 1], [308, 45]]","[0.4982394366197183, 0.02734375]",151.0,"[0.500390526049143, 0.43851689230393953]",964346.7818964564,1494837.230999557,949059.1278991699,0.647514071496005,svar
422,"[[262, 190], [286, 253]]","[0.477112676056338, 0.29296875]",164.0,"[0.36876712328767125, 0.561287100456621]",160827.3245901188,44226.54281764537,683036.4532165527,-0.2332304974023815,svar
580,"[[267, 634], [294, 680]]","[0.49295774647887325, 0.8567708333333334]",131.0,"[0.45751231527093594, 0.516397652237711]",204624.79056631448,112887.59214441625,407255.2265896264,-0.47362171952262333,svar
784,"[[271, 732], [308, 761]]","[0.5088028169014085, 0.9765625]",110.0,"[0.48180719656283566, 0.5930697278911565]",231351.68353873247,313826.25089268014,266508.5400390625,0.7344434973362132,svar
1461,"[[292, 119], [330, 166]]","[0.5475352112676056, 0.18489583333333334]",126.0,"[0.4964285087488373, 0.4814909879078257]",635686.8697412338,655644.838242041,977059.5610148177,-0.6615878260086603,svar
1223,"[[297, 511], [346, 547]]","[0.5651408450704225, 0.6888020833333334]",121.0,"[0.47664758789860995, 0.4862875958542352]",554895.638825466,846199.2864232028,465633.07059563394,0.6202227381197558,svar
2135,"[[298, 204], [349, 258]]","[0.5704225352112676, 0.2994791666666667]",154.0,"[0.4956043956043956, 0.4760655737704918]",1509142.0180641138,1715053.1128248423,1837682.514641642,-0.7650949062847379,svar
334,"[[303, 54], [328, 87]]","[0.5528169014084507, 0.08984375]",122.0,"[0.43413173652694614, 0.44742867206762943]",58272.01521236794,51337.83314322553,95858.7038269043,-0.6029474838353648,svar
9798,"[[310, 650], [487, 761]]","[0.6830985915492958, 0.9296875]",1147.0,"[0.43239041027184266, 0.5692889027413554]",48013833.6882148,73080382.02504377,47984014.441467285,0.6575843410071988,svar
697,"[[357, 586], [391, 611]]","[0.6584507042253521, 0.7786458333333334]",93.0,"[0.4985857757737241, 0.47301622337490346]",142479.44312096536,249293.71762795094,122525.4794989688,0.5761104285455874,svar
3701,"[[366, 202], [457, 268]]","[0.7147887323943662, 0.3111979166666667]",317.0,"[0.4297604642693514, 0.550218375832268]",5899352.746630172,7793966.855348628,5908099.222257809,0.7061500849952291,svar
3641,"[[458, 289], [523, 362]]","[0.8626760563380281, 0.421875]",218.0,"[0.4894259818731118, 0.4790078460773325]",4272223.713853459,4556585.5558544425,5739713.801025391,-0.7166018721330688,svar
778,"[[462, 372], [509, 400]]","[0.8591549295774648, 0.5]",116.0,"[0.5316516709511568, 0.4112667316727241]",258460.1126760561,593456.9545725056,137092.5,0.42376800450368984,svar
221,"[[470, 487], [487, 505]]","[0.8415492957746479, 0.6458333333333334]",60.0,"[0.4534942182001005, 0.45820433436532504]",14040.889451291083,15840.203493850428,19377.012586805566,-0.7227546228929846,svar
1663,"[[484, 406], [538, 443]]","[0.8996478873239436, 0.5533854166666666]",143.0,"[0.49348931285191056, 0.512232173940564]",850827.1682461305,1476376.162811828,745487.0976274299,0.5825530839679096,svar
22863,"[[405, 1], [561, 270]]","[0.8838028169014085, 0.13671875]",1853.0,"[0.5845124835389287, 0.4222521247310277]",245381860.2408116,241709586.6441136,449112970.9317627,-0.5854743915573747,svar
367,"[[497, 722], [525, 761]]","[0.897887323943662, 0.9635416666666666]",104.0,"[0.4513430616228274, 0.45707547169811324]",101311.64328418425,74934.81912071022,150998.03480360244,-0.6058408960735169,svar
669,"[[0, 72], [27, 99]]","[0.02112676056338028, 0.11067708333333333]",94.0,"[0.43807388426222504, 0.45841341020713217]",100333.93264928105,138041.56620710148,144188.42663065577,-0.7700869452266866,para
595,"[[26, 334], [52, 363]]","[0.06866197183098592, 0.453125]",82.0,"[0.48938686585745406, 0.46285714285714286]",105427.75795004403,128923.16426242304,138362.72924804688,-0.7630291341571408,para
1314,"[[29, 380], [73, 433]]","[0.09683098591549295, 0.5338541666666666]",148.0,"[0.5762557077625571, 0.5557810474096624]",942960.7517880716,1025259.4823509612,1331262.3445231093,-0.7049708748513781,para
1599,"[[56, 517], [82, 607]]","[0.11971830985915492, 0.7291666666666666]",212.0,"[0.4324925300535057, 0.46896068284436015]",789763.2460387325,274368.15706209023,4013674.4127604472,-0.1998381215193736,para
879,"[[81, 694], [113, 729]]","[0.17253521126760563, 0.92578125]",106.0,"[0.5155652083979729, 0.4640058146884085]",240251.0094492738,307428.63825381873,288709.8731536865,0.7659296662492002,para
812,"[[125, 252], [150, 293]]","[0.24119718309859156, 0.35546875]",104.0,"[0.45921750663129973, 0.5088259441707718]",206614.85505611796,143541.425597599,447444.70428466797,-0.46834133105480097,para
1797,"[[10, 149], [63, 208]]","[0.06514084507042253, 0.23828125]",255.0,"[0.5171084289827634, 0.5484735534256301]",1752572.6084809643,1757760.8668604987,2397160.1133728027,-0.6951814543504126,svar
291,"[[18, 541], [41, 572]]","[0.051056338028169015, 0.7252604166666666]",83.0,"[0.4629152348224513, 0.49753006872852235]",60126.46453886077,44009.628282458805,89099.80375671384,-0.6060298626396878,svar
1532,"[[89, 372], [133, 416]]","[0.1954225352112676, 0.51171875]",129.0,"[0.4959965187119234, 0.4743109950681752]",741357.3696908016,945751.9506918318,851096.7807006836,0.753521871165755,svar
623,"[[172, 555], [217, 623]]","[0.3362676056338028, 0.7552083333333334]",197.0,"[0.45501696868796826, 0.3724360205758682]",489595.8791905076,407462.70811532956,651451.0001898872,-0.663298014707715,svar
3639,"[[178, 245], [235, 329]]","[0.36795774647887325, 0.3736979166666667]",213.0,"[0.5259165553249756, 0.49165413898453036]",4541841.99615106,4026578.339140934,7803061.218083569,-0.5883960199644745,svar
771,"[[185, 11], [214, 45]]","[0.352112676056338, 0.036458333333333336]",94.0,"[0.49221789883268485, 0.4802668148971651]",177351.43926056338,201268.98551874628,274038.0248209642,-0.6842245330395145,svar
1688,"[[216, 41], [263, 90]]","[0.42077464788732394, 0.0859375]",141.0,"[0.4861275671406003, 0.4997274881516588]",1043199.1200484151,1125651.918939692,1291860.2944335938,-0.7456506909949264,svar
8137,"[[223, 305], [323, 436]]","[0.48063380281690143, 0.4869791666666667]",515.0,"[0.48769441530510094, 0.516727507293545]",26396276.486153904,24181494.058656264,48164178.787192084,-0.5721937702129375,svar
1847,"[[257, 1], [309, 45]]","[0.4982394366197183, 0.02734375]",152.0,"[0.49053539140472563, 0.43795945376887446]",975727.729774152,1520919.5849502864,961299.7012786865,0.6457602141233952,svar
429,"[[262, 190], [286, 253]]","[0.477112676056338, 0.29296875]",163.0,"[0.36889887640449437, 0.5629564606741573]",164002.31041620817,45031.157399945514,697948.8587188721,-0.23276989977651946,svar
632,"[[267, 629], [295, 680]]","[0.49295774647887325, 0.85546875]",170.0,"[0.4445508727117922, 0.5345144824311491]",259023.02013644335,130551.13072803081,591023.5284423828,-0.4220839868288543,svar
788,"[[271, 732], [308, 761]]","[0.5088028169014085, 0.9765625]",109.0,"[0.48073069730162965, 0.591497461928934]",231582.33269146134,314298.56458292017,266777.9484863281,0.7342771264716584,svar
1466,"[[292, 119], [330, 166]]","[0.5475352112676056, 0.18489583333333334]",127.0,"[0.4973414489103439, 0.4816820145520691]",639273.1944047093,660908.1717231211,980839.0288221637,-0.6628005309181882,svar
1228,"[[297, 511], [346, 547]]","[0.5651408450704225, 0.6888020833333334]",121.0,"[0.4772149837133551, 0.4868606391407694]",558236.9533175618,851164.819963795,469045.6407538506,0.6205187773106,svar
2149,"[[298, 204], [349, 258]]","[0.5704225352112676, 0.2994791666666667]",159.0,"[0.49639367147510466, 0.4759761411227209]",1521191.8731110625,1733852.4287343842,1850940.5411037733,-0.7661648310359386,svar
361,"[[303, 53], [328, 87]]","[0.5528169014084507, 0.08984375]",120.0,"[0.4306413807798849, 0.4520775623268698]",65394.09126045333,54633.35212507439,112102.53895568848,-0.5783933682924807,svar
9934,"[[309, 650], [487, 761]]","[0.6830985915492958, 0.9296875]",1158.0,"[0.4331293573737116, 0.5676627254395984]",49108977.07487854,75363516.85751745,48541649.523620605,0.6521055910998312,svar
702,"[[357, 586], [391, 611]]","[0.6584507042253521, 0.7786458333333334]",92.0,"[0.49711029711029714, 0.4743589743589744]",143494.66892238846,250281.72344276943,124148.5838623043,0.5783522795034028,svar
3743,"[[366, 202], [457, 268]]","[0.7147887323943662, 0.3111979166666667]",319.0,"[0.4302030456852792, 0.5504005486859053]",5978355.514079924,7896043.490168108,5994495.19075349,0.7065405388480069,svar
3680,"[[458, 288], [524, 362]]","[0.8626760563380281, 0.421875]",217.0,"[0.48320084360804666, 0.48495652173913045]",4434643.49603876,4631351.692719643,6056590.7109375,-0.7057323505646576,svar
783,"[[462, 372], [509, 400]]","[0.8573943661971831, 0.5]",116.0,"[0.5308908045977011, 0.41093055005064516]",259423.82306338055,595395.4233751977,137927.75,0.4240922670824629,svar
223,"[[470, 487], [487, 505]]","[0.8415492957746479, 0.6458333333333334]",60.0,"[0.45142002989536617, 0.4595232475808355]",14130.454151995309,15878.155115552472,19637.13845486112,-0.7192812480571229,svar
1669,"[[484, 406], [538, 443]]","[0.8996478873239436, 0.5533854166666666]",143.0,"[0.4936325507925268, 0.5121566648796947]",853928.9989615427,1482658.342953417,748880.9767066132,0.5824977895008423,svar
23082,"[[404, 1], [561, 270]]","[0.8838028169014085, 0.13802083333333334]",1894.0,"[0.5853755074922093, 0.4248154227815516]",252058814.37836534,248911043.3397198,459701579.4201539,-0.5873762605750947,svar
368,"[[497, 722], [525, 761]]","[0.897887323943662, 0.9635416666666666]",104.0,"[0.4515202076381164, 0.4576612903225806]",101678.81235328635,75133.68870263842,151675.93196614587,-0.6054027862912603,svar
21585,"[[288, 272], [463, 465]]","[0.6725352112676056, 0.4765625]",1160.0,"[0.5344288747792448, 0.48611203829977967]",193102024.70566094,229707587.32518914,239284367.1262207,-0.7730021027981728,cyl
9732,"[[417, 508], [559, 684]]","[0.8433098591549296, 0.7682291666666666]",1077.0,"[0.4387497912482861, 0.4627989401252393]",60257719.93371296,49098946.64450849,84646025.741415,-0.6419854794549782,cyl
1622,"[[476, 681], [518, 732]]","[0.875, 0.921875]",146.0,"[0.4979066899893901, 0.5101726263871763]",882151.16796875,855222.59375,1330025.8999023438,-0.6539539568225309,cyl
5281,"[[522, 260], [561, 467]]","[0.9630281690140845, 0.4674479166666667]",437.0,"[0.6155983715205454, 0.47506846022752103]",12414857.170767764,3480898.2820652057,63493939.76652327,-0.19614682226920002,cyl
667,"[[0, 72], [27, 99]]","[0.02112676056338028, 0.11067708333333333]",93.0,"[0.43408652816448917, 0.458824159348897]",99209.26528572472,135586.748413013,144082.38650682222,-0.7640028527890094,para
593,"[[26, 333], [52, 363]]","[0.06866197183098592, 0.453125]",82.0,"[0.4901005558678409, 0.4803350922047544]",113101.49260013204,128604.21469264523,154565.56860351562,-0.7282630705758161,para
1316,"[[29, 380], [73, 433]]","[0.09683098591549295, 0.5338541666666666]",146.0,"[0.5743667679837893, 0.5569908814589666]",941870.7491013786,1022149.1208217508,1338001.0291069846,-0.7023345126995406,para
1602,"[[56, 517], [82, 607]]","[0.11971830985915492, 0.7291666666666666]",212.0,"[0.4336015166227401, 0.4700991892003128]",794982.7899061034,275799.32682007476,4030699.257812531,-0.20027324175792252,para
880,"[[80, 694], [114, 729]]","[0.17253521126760563, 0.92578125]",106.0,"[0.5145779220779221, 0.46360479797979803]",254253.8306007923,338880.1750644715,288277.3239746094,0.7358052024987705,para
22729,"[[14, 0], [305, 201]]","[0.29401408450704225, 0.08723958333333333]",3112.0,"[0.5594031689674359, 0.37018193308692576]",319463239.9863048,818189248.2853655,208285385.17266792,0.4043169102412394,para
814,"[[125, 252], [150, 293]]","[0.24119718309859156, 0.35546875]",103.0,"[0.45898695898695896, 0.508921258921259]",207198.1775555678,144075.37645680353,448328.2538757324,-0.4687396609021319,para
596,"[[145, 302], [182, 334]]","[0.2904929577464789, 0.4127604166666667]",100.0,"[0.5145266690215472, 0.4581553792963189]",206931.93360291957,284449.0652772268,167421.77298312722,0.6476115389488236,para
748,"[[190, 280], [213, 324]]","[0.35563380281690143, 0.39453125]",110.0,"[0.5100824420677362, 0.5056149732620321]",194338.6965228874,127266.5261356878,473942.37518310547,-0.4212268390963954,para
550,"[[190, 394], [214, 424]]","[0.3573943661971831, 0.53125]",84.0,"[0.5015272727272727, 0.46739002932551316]",87021.8504621479,99975.06880455324,141947.162109375,-0.6670781814996133,para
467,"[[216, 1], [267, 27]]","[0.4242957746478873, 0.013020833333333334]",310.0,"[0.5108052482634423, 0.5517568850902185]",345769.85683043586,852924.9418797095,251165.15728759932,0.4273531301776714,para
4106,"[[141, 559], [255, 674]]","[0.36619718309859156, 0.7838541666666666]",499.0,"[0.5818441728965035, 0.37013957706972134]",14115382.631345373,21974282.85558437,10773960.13038466,0.5965509764081423,para
20960,"[[24, 1], [299, 200]]","[0.2904929577464789, 0.08984375]",3060.0,"[0.551679089643287, 0.37102815463785993]",267447634.5256027,658365855.8266658,186548178.58363342,0.4239866699626268,para
4062,"[[141, 559], [255, 674]]","[0.36619718309859156, 0.7838541666666666]",513.0,"[0.581741699312825, 0.3709103719927333]",14008039.109925184,21761630.279111397,10709853.418497726,0.5975288923063216,para
595,"[[145, 302], [182, 334]]","[0.2904929577464789, 0.4127604166666667]",101.0,"[0.5152587350729766, 0.4578558696205755]",206883.15233228795,284595.7238488148,167289.93854946562,0.6472691184615509,para
551,"[[190, 394], [214, 424]]","[0.3573943661971831, 0.5325520833333334]",85.0,"[0.504464609800363, 0.46935191148059247]",88025.93738308757,101306.31273246935,143248.32995435921,-0.6684596399361618,para
748,"[[191, 281], [213, 324]]","[0.35563380281690143, 0.39453125]",106.0,"[0.49261799581492677, 0.49526008750607686]",171276.4675396127,111591.6106427301,442590.71112060547,-0.40127503498059025,para
3839,"[[231, 100], [332, 182]]","[0.5035211267605634, 0.1796875]",420.0,"[0.5272033129283419, 0.45562254130302854]",8951213.958049066,14057088.492151901,7052841.354919434,0.5989297525717032,para
1348,"[[237, 278], [279, 345]]","[0.45422535211267606, 0.4036458333333333]",196.0,"[0.495479953074322, 0.4639007680223425]",1007356.4176569848,702589.4160384851,1689690.1660427472,-0.5576120586214577,para
1449,"[[281, 274], [325, 338]]","[0.5334507042253521, 0.3919270833333333]",191.0,"[0.4920328195690514, 0.4120188989754207]",872021.6632624521,827923.9435410883,1311014.3315175339,-0.6502884018005501,para
424,"[[313, 571], [334, 596]]","[0.5704225352112676, 0.7591145833333334]",71.0,"[0.4928173241852487, 0.44357764876632805]",49221.582874853295,57182.49712358666,66616.19147406695,-0.7376296093781077,para
763,"[[333, 200], [376, 244]]","[0.625, 0.29296875]",142.0,"[0.4965447396640057, 0.545594874035241]",478967.79541015625,468756.546875,536058.1216278076,-0.7503273465341382,para
988,"[[351, 566], [398, 597]]","[0.6584507042253521, 0.7578125]",142.0,"[0.4787238529014845, 0.4858932186234818]",305457.2574823945,646151.7419658791,273776.3571777344,0.5116966815556719,para
665,"[[382, 224], [412, 259]]","[0.7024647887323944, 0.3138020833333333]",107.0,"[0.5453310696095076, 0.4854636591478697]",161598.78042244352,211057.93044844744,253855.46808709166,-0.719571571605579,para
9061,"[[294, 421], [424, 541]]","[0.6091549295774648, 0.6354166666666666]",584.0,"[0.4059194943490338, 0.5487796167060723]",34610399.891138494,35354902.25520737,48160981.56684105,-0.6939306644666634,para
509,"[[397, 69], [416, 100]]","[0.7165492957746479, 0.11067708333333333]",81.0,"[0.48772102161100195, 0.5017190569744597]",76235.21397951509,54303.00792563478,163717.32870313857,-0.47417450510051806,para
914,"[[401, 351], [437, 390]]","[0.7359154929577465, 0.4830729166666667]",114.0,"[0.4497900526346916, 0.4935175054704596]",263226.7823961999,310105.97532731487,410248.1212598997,-0.6914108906442772,para
929,"[[416, 433], [448, 471]]","[0.7605633802816901, 0.5872395833333334]",111.0,"[0.4850115797370911, 0.4553283100107643]",250301.24253594482,275230.7524300731,363239.9831424281,-0.6983840583364102,para
2061,"[[420, 206], [472, 270]]","[0.7816901408450704, 0.3125]",231.0,"[0.4627297465893989, 0.51283771331687]",1844671.7196302821,1508599.746429285,2909390.18359375,-0.6039620539246474,para
832,"[[423, 697], [447, 752]]","[0.7658450704225352, 0.94140625]",159.0,"[0.4865865384615385, 0.46194625686813184]",206374.59204445398,136786.74761952047,674460.5830078125,-0.32735313343579353,para
642,"[[454, 618], [479, 654]]","[0.8186619718309859, 0.8307291666666666]",97.0,"[0.4303858135633837, 0.5343521091184643]",138387.38071266137,92217.73795501898,289441.1606038413,-0.4758394887117484,para
1360,"[[461, 178], [515, 220]]","[0.8644366197183099, 0.2604166666666667]",195.0,"[0.5363770053475936, 0.501265389876881]",813840.8824823943,1370571.1376710974,748580.5225694481,0.602893470317855,para
969,"[[464, 350], [500, 389]]","[0.8450704225352113, 0.4791666666666667]",121.0,"[0.4438959082921931, 0.4515221878224974]",275625.8617957748,308668.41400515765,387377.6914062486,-0.7144860530948131,para
2096,"[[489, 221], [540, 311]]","[0.9119718309859155, 0.3450520833333333]",286.0,"[0.5588850557839108, 0.47944279003439305]",2267379.9739950118,1892251.5235072395,5104804.596001483,-0.4772180190387692,para
1131,"[[519, 1], [561, 44]]","[0.954225352112676, 0.032552083333333336]",182.0,"[0.5260419879505686, 0.5369343300377784]",604329.4497918503,663496.93318538,780965.6151173945,-0.7369556690086586,para
407,"[[547, 114], [561, 156]]","[0.977112676056338, 0.17708333333333334]",114.0,"[0.5493857493857494, 0.5131706759613736]",62296.03691681338,27330.111085970086,241738.99207899356,-0.26320163782568623,para
8488,"[[140, 308], [245, 466]]","[0.34330985915492956, 0.4934895833333333]",496.0,"[0.5191946899507407, 0.44532125264524386]",36904235.36060371,30964652.994271863,51957584.64622752,-0.6468447944142786,cyl
802,"[[177, 193], [216, 225]]","[0.34683098591549294, 0.2747395833333333]",115.0,"[0.493640897755611, 0.5424695836167158]",281202.19263039157,372571.64298378123,295112.6640387643,0.7169645719865089,cyl
766,"[[440, 512], [475, 543]]","[0.8063380281690141, 0.6875]",106.0,"[0.5088120104438643, 0.5076289164490861]",187944.06117957731,296347.5809115243,232467.9296875,0.7012306603969153,cyl
179631,"[[34, 1], [561, 574]]","[0.5880281690140845, 0.2565104166666667]",3122.0,"[0.5683921832624926, 0.34213043181667113]",11375776647.654203,19392145402.852562,9772414919.570896,0.5853883188847337,svar
2905,"[[477, 645], [549, 700]]","[0.9066901408450704, 0.875]",197.0,"[0.5144554735576357, 0.4879456601917876]",2677269.786311624,4848890.000796594,2552037.890625,0.5827906148747175,svar
2951,"[[520, 61], [561, 247]]","[0.9647887323943662, 0.15364583333333334]",559.0,"[0.38747946616899465, 0.6132387598473114]",9245426.034972854,1752113.6514084386,76073206.42173316,-0.12192297247104247,svar
5200,"[[0, 27], [101, 105]]","[0.08626760563380281, 0.08333333333333333]",404.0,"[0.47891214177978886, 0.4666066212268744]",9097483.518779347,15747809.167228732,8701809.111111008,0.6006647312426586,mod
1097,"[[107, 82], [147, 120]]","[0.22359154929577466, 0.13020833333333334]",166.0,"[0.476421281988572, 0.45146436668770307]",363088.16254951566,527384.6030828462,435845.65085177723,0.7227008099141783,mod
720,"[[125, 162], [157, 202]]","[0.24119718309859156, 0.23697916666666666]",144.0,"[0.3784306308578153, 0.48252765468015285]",167390.0143916887,145150.4660812584,344173.9490627705,-0.5172189593136914,mod
4451,"[[148, 218], [221, 295]]","[0.3257042253521127, 0.3333333333333333]",229.0,"[0.4957252242132044, 0.4820236305295843]",6247321.952464789,7375931.85608943,7892937.222222078,-0.7647208792397353,mod
846,"[[188, 95], [222, 133]]","[0.3609154929577465, 0.1484375]",122.0,"[0.49483282674772033, 0.4973328483966782]",296646.15451694536,300753.9323484928,379696.2186279297,-0.7192576656042942,mod
290,"[[207, 612], [247, 639]]","[0.397887323943662, 0.8111979166666666]",267.0,"[0.4901401141670991, 0.5011820330969268]",228611.16541043104,446921.96912814915,205151.62024943094,0.5421950641100202,mod
828,"[[222, 158], [264, 200]]","[0.4242957746478873, 0.23046875]",167.0,"[0.44264689360745985, 0.4358499045051118]",240569.5582361355,410661.2594599282,375149.1517944336,0.7485607600152518,mod
341,"[[232, 678], [273, 711]]","[0.44366197183098594, 0.8997395833333334]",312.0,"[0.4919393700442458, 0.5167757995562531]",375021.15761627076,604836.5522217789,413692.7079382984,0.6606318754591155,mod
280,"[[235, 722], [253, 761]]","[0.4295774647887324, 0.9635416666666666]",201.0,"[0.4716008771929825, 0.5099479166666667]",78103.49391138497,51964.35231104935,259756.56510416712,-0.3223088417028831,mod
6997,"[[239, 392], [317, 546]]","[0.4876760563380282, 0.5989583333333334]",547.0,"[0.4940243691211351, 0.44885822125735286]",17752222.16716184,13251704.85184613,45257465.06277197,-0.4185881821057805,mod
3856,"[[231, 100], [333, 184]]","[0.5035211267605634, 0.18098958333333334]",411.0,"[0.5227584092111836, 0.44657037547571243]",9027048.798626399,14151346.696563235,7124547.659569549,0.5998139431033899,para
1368,"[[237, 278], [279, 347]]","[0.45422535211267606, 0.4036458333333333]",181.0,"[0.49612403100775193, 0.4536549707602339]",1030948.359815142,713852.0213251351,1734118.5236002556,-0.5556508891568223,para
1505,"[[281, 274], [325, 347]]","[0.5334507042253521, 0.3919270833333333]",221.0,"[0.49956441491325215, 0.3698482535691838]",931470.7525193472,884988.8019769137,1437604.2251671613,-0.6412143335320026,para
423,"[[312, 571], [334, 596]]","[0.5704225352112676, 0.7591145833333334]",71.0,"[0.5136190769863296, 0.44353518821603927]",53664.34909587735,65893.83371354896,66447.83396911631,-0.7828173283326161,para
772,"[[333, 199], [377, 244]]","[0.625, 0.2916666666666667]",140.0,"[0.48514680483592404, 0.5543478260869565]",500659.22916666657,474344.0625,579622.1736111105,-0.7330208515916516,para
994,"[[351, 566], [399, 598]]","[0.6584507042253521, 0.7578125]",138.0,"[0.47047591672483885, 0.4720139015913664]",309421.922590229,652611.160211267,276233.4122314453,0.5121864261146972,para
669,"[[381, 224], [412, 259]]","[0.7024647887323944, 0.3138020833333333]",107.0,"[0.5581091180866966, 0.48517688091679123]",173335.86260957678,233780.0239938751,255291.32291158175,-0.7544124317606886,para
9209,"[[294, 421], [424, 541]]","[0.6091549295774648, 0.6354166666666666]",570.0,"[0.40894475347066106, 0.5478637690378746]",35392606.59088908,36380074.81707495,48871968.83832554,-0.6980594209664077,para
508,"[[397, 69], [416, 101]]","[0.7165492957746479, 0.11067708333333333]",81.0,"[0.4880905511811024, 0.48824862801240754]",76476.48359558391,54143.0930742908,164533.43884955512,-0.47281828360131106,para
921,"[[401, 350], [438, 390]]","[0.7359154929577465, 0.4830729166666667]",114.0,"[0.43862506428938797, 0.5073223696406345]",281264.8308346169,314341.70999057614,452595.4683176651,-0.6649006857862585,para
933,"[[416, 433], [448, 471]]","[0.7605633802816901, 0.5872395833333334]",113.0,"[0.48445873526259375, 0.45494269931568965]",251531.07669454222,276180.57329894835,364281.417231241,-0.6987126786574288,para
872,"[[422, 693], [448, 757]]","[0.7658450704225352, 0.94140625]",182.0,"[0.4872154264356099, 0.45931545518701483]",275114.80534771126,166150.42667625536,912599.6656494141,-0.3176064249932843,para
2064,"[[420, 206], [472, 270]]","[0.7816901408450704, 0.3125]",229.0,"[0.46342365754401166, 0.5119670382224185]",1845935.2838908455,1513979.5990378945,2906008.19921875,-0.6051137605654505,para
641,"[[454, 617], [479, 654]]","[0.8186619718309859, 0.8307291666666666]",98.0,"[0.4311172446897876, 0.5455702438623861]",145001.94736190574,92196.4304236512,313378.2413262262,-0.459612855040553,para
1373,"[[461, 178], [515, 220]]","[0.8626760563380281, 0.2604166666666667]",184.0,"[0.5349798053366881, 0.5003641660597232]",818125.5653242372,1374802.300300036,752556.175021705,0.6036989857455627,para
975,"[[464, 350], [501, 390]]","[0.8450704225352113, 0.4791666666666667]",122.0,"[0.4336842105263158, 0.44415259537210755]",279749.33098591556,312759.107319976,395797.65234374854,-0.7117279484676629,para
2108,"[[489, 220], [540, 312]]","[0.9119718309859155, 0.3450520833333333]",288.0,"[0.5589050589050589, 0.48033772312210343]",2345163.3429018115,1904641.2369197574,5331431.005772857,-0.46991105520386217,para
1189,"[[509, 0], [561, 44]]","[0.9524647887323944, 0.03125]",236.0,"[0.6082824061709581, 0.5195300212785642]",912298.4721060734,1324531.5658878477,839206.2978515625,0.6554127060544644,para
432,"[[547, 114], [561, 158]]","[0.977112676056338, 0.17578125]",125.0,"[0.5444444444444444, 0.4764917695473251]",64077.048525528175,28637.94460424523,248289.82495117188,-0.26407770117019774,para
8152,"[[143, 312], [244, 465]]","[0.34330985915492956, 0.4921875]",515.0,"[0.5079229925532529, 0.4281675758000586]",31472935.365647033,26805001.836416136,44348859.638183594,-0.6494905416754279,cyl
787,"[[178, 194], [216, 225]]","[0.34683098591549294, 0.2747395833333333]",118.0,"[0.48515948261818653, 0.5297013977128335]",250330.1193263093,340446.34917117,263501.352123685,0.7091512117597454,cyl
762,"[[440, 512], [475, 543]]","[0.8063380281690141, 0.6875]",107.0,"[0.5086030912802566, 0.5063156167979003]",186038.3710387322,294813.3815959124,230044.4140625,0.6992245373636833,cyl
179631,"[[34, 1], [561, 574]]","[0.5880281690140845, 0.2565104166666667]",3122.0,"[0.5683921832624926, 0.34213043181667113]",11375776647.654203,19392145402.852562,9772414919.570896,0.5853883188847337,svar
2905,"[[477, 645], [549, 700]]","[0.9066901408450704, 0.875]",197.0,"[0.5144554735576357, 0.4879456601917876]",2677269.786311624,4848890.000796594,2552037.890625,0.5827906148747175,svar
